,user_id,gender,occupation,zipcode,age_desc,occ_desc
3079,3080,MALE,20,55410,25-34,WRITER
3080,3081,MALE,7,77252,25-34,EXECUTIVE/MANAGERIAL
3081,3082,FEMALE,6,45459,35-44,DOCTOR/HEALTH CARE
3082,3083,FEMALE,0,97403,50-55,OTHER OR NOT SPECIFIED
3083,3084,MALE,16,01581,25-34,SELF-EMPLOYED
3084,3085,MALE,4,78703,25-34,COLLEGE/GRAD STUDENT
3085,3086,MALE,12,98105,18-24,PROGRAMMER
3086,3087,FEMALE,1,90802,UNDER 18,ACADEMIC/EDUCATOR
3087,3088,FEMALE,4,87110,25-34,COLLEGE/GRAD STUDENT
3088,3089,MALE,16,93448,45-49,SELF-EMPLOYED
3089,3090,MALE,2,90004,25-34,ARTIST
3090,3091,FEMALE,0,19107,25-34,OTHER OR NOT SPECIFIED
3091,3092,MALE,15,98108,35-44,SCIENTIST
3092,3093,FEMALE,20,89134,45-49,WRITER
3093,3094,MALE,0,30030,35-44,OTHER OR NOT SPECIFIED
3094,3095,FEMALE,3,06810,25-34,CLERICAL/ADMIN
3095,3096,FEMALE,3,38028,45-49,CLERICAL/ADMIN
3096,3097,FEMALE,5,10021,25-34,CUSTOMER SERVICE
3097,3098,MALE,4,55112,25-34,COLLEGE/GRAD STUDENT
3098,3099,MALE,17,20910,25-34,TECHNICIAN/ENGINEER
3099,3100,FEMALE,6,91423,25-34,DOCTOR/HEALTH CARE
3100,3101,MALE,15,91101,18-24,SCIENTIST
3101,3102,MALE,12,34170,25-34,PROGRAMMER
3102,3103,MALE,20,64112,25-34,WRITER
3103,3104,MALE,17,02118,18-24,TECHNICIAN/ENGINEER
3104,3105,MALE,12,98166,35-44,PROGRAMMER
3105,3106,MALE,0,33142,25-34,OTHER OR NOT SPECIFIED
3106,3107,MALE,17,92656,25-34,TECHNICIAN/ENGINEER
3107,3108,MALE,6,22039,50-55,DOCTOR/HEALTH CARE
3108,3109,FEMALE,11,43201,25-34,LAWYER
3109,3110,MALE,0,10002,25-34,OTHER OR NOT SPECIFIED
3110,3111,MALE,4,56520,18-24,COLLEGE/GRAD STUDENT
3111,3112,MALE,12,98133,18-24,PROGRAMMER
3112,3113,MALE,10,55414,25-34,K-12 STUDENT
3113,3114,MALE,5,65211,18-24,CUSTOMER SERVICE
3114,3115,MALE,17,48323,35-44,TECHNICIAN/ENGINEER
3115,3116,MALE,12,98034,25-34,PROGRAMMER
3116,3117,MALE,0,83704,35-44,OTHER OR NOT SPECIFIED
3117,3118,MALE,0,77025,25-34,OTHER OR NOT SPECIFIED
3118,3119,MALE,1,37027,45-49,ACADEMIC/EDUCATOR
3119,3120,MALE,4,55414,18-24,COLLEGE/GRAD STUDENT
3120,3121,MALE,2,32118,25-34,ARTIST
3121,3122,FEMALE,7,22209,25-34,EXECUTIVE/MANAGERIAL
3122,3123,MALE,2,90401,25-34,ARTIST
3123,3124,MALE,12,30337,25-34,PROGRAMMER
3124,3125,MALE,7,10025,25-34,EXECUTIVE/MANAGERIAL
3125,3126,MALE,2,32118,25-34,ARTIST
3126,3127,FEMALE,0,10003,25-34,OTHER OR NOT SPECIFIED
3127,3128,MALE,2,10012,18-24,ARTIST
3128,3129,MALE,7,21117,25-34,EXECUTIVE/MANAGERIAL
3129,3130,MALE,7,32835,25-34,EXECUTIVE/MANAGERIAL
3130,3131,FEMALE,2,90036,25-34,ARTIST
3131,3132,MALE,7,98467,35-44,EXECUTIVE/MANAGERIAL
3132,3133,MALE,4,33720,18-24,COLLEGE/GRAD STUDENT
3133,3134,MALE,4,55455,18-24,COLLEGE/GRAD STUDENT
3134,3135,MALE,15,12345,25-34,SCIENTIST
3135,3136,FEMALE,4,72801,25-34,COLLEGE/GRAD STUDENT
3136,3137,MALE,11,11217,25-34,LAWYER
3137,3138,MALE,17,46229,35-44,TECHNICIAN/ENGINEER
3138,3139,MALE,13,89128,56+,RETIRED
3139,3140,FEMALE,4,78728,25-34,COLLEGE/GRAD STUDENT
3140,3141,MALE,14,81679,25-34,SALES/MARKETING
3141,3142,MALE,20,85719,25-34,WRITER
3142,3143,FEMALE,16,90272,50-55,SELF-EMPLOYED
3143,3144,FEMALE,7,85260,25-34,EXECUTIVE/MANAGERIAL
3144,3145,MALE,4,02138,18-24,COLLEGE/GRAD STUDENT
3145,3146,MALE,0,31605,25-34,OTHER OR NOT SPECIFIED
3146,3147,MALE,14,49355,25-34,SALES/MARKETING
3147,3148,MALE,20,72837,18-24,WRITER
3148,3149,MALE,4,92602,18-24,COLLEGE/GRAD STUDENT
3149,3150,FEMALE,3,92831,25-34,CLERICAL/ADMIN
3150,3151,FEMALE,0,92870,25-34,OTHER OR NOT SPECIFIED
3151,3152,MALE,4,61801,18-24,COLLEGE/GRAD STUDENT
3152,3153,FEMALE,4,73160,25-34,COLLEGE/GRAD STUDENT
3153,3154,FEMALE,4,95616,25-34,COLLEGE/GRAD STUDENT
3154,3155,MALE,7,55112,25-34,EXECUTIVE/MANAGERIAL
3155,3156,MALE,7,07663,35-44,EXECUTIVE/MANAGERIAL
3156,3157,MALE,12,92880,25-34,PROGRAMMER
3157,3158,MALE,15,15217,25-34,SCIENTIST
3158,3159,FEMALE,15,15213,25-34,SCIENTIST
3159,3160,MALE,17,77521,25-34,TECHNICIAN/ENGINEER
3160,3161,MALE,7,55408,25-34,EXECUTIVE/MANAGERIAL
3161,3162,MALE,1,08854-3115,25-34,ACADEMIC/EDUCATOR
3162,3163,MALE,15,95616,18-24,SCIENTIST
3163,3164,MALE,12,55118,18-24,PROGRAMMER
3164,3165,MALE,7,60611,35-44,EXECUTIVE/MANAGERIAL
3165,3166,MALE,4,32607,18-24,COLLEGE/GRAD STUDENT
3166,3167,MALE,2,77056,25-34,ARTIST
3167,3168,FEMALE,5,94546,35-44,CUSTOMER SERVICE
3168,3169,MALE,0,23518,50-55,OTHER OR NOT SPECIFIED
3169,3170,MALE,0,08461,25-34,OTHER OR NOT SPECIFIED
3170,3171,FEMALE,3,10128,50-55,CLERICAL/ADMIN
3171,3172,MALE,12,55408,18-24,PROGRAMMER
3172,3173,MALE,12,55317,25-34,PROGRAMMER
3173,3174,FEMALE,14,10018,18-24,SALES/MARKETING
3174,3175,MALE,16,10014,35-44,SELF-EMPLOYED
3175,3176,MALE,17,95129,25-34,TECHNICIAN/ENGINEER
3176,3177,FEMALE,6,94132,25-34,DOCTOR/HEALTH CARE
3177,3178,FEMALE,5,44313,35-44,CUSTOMER SERVICE
3178,3179,FEMALE,20,02125,18-24,WRITER
3179,3180,MALE,14,07430,25-34,SALES/MARKETING
3180,3181,MALE,12,07436,25-34,PROGRAMMER
3181,3182,MALE,12,12866,25-34,PROGRAMMER
3182,3183,MALE,7,60510,50-55,EXECUTIVE/MANAGERIAL
3183,3184,FEMALE,18,21214,25-34,TRADESMAN/CRAFTSMAN
3184,3185,MALE,7,55337,18-24,EXECUTIVE/MANAGERIAL
3185,3186,MALE,1,92122,50-55,ACADEMIC/EDUCATOR
3186,3187,MALE,12,32935,35-44,PROGRAMMER
3187,3188,MALE,13,55344,56+,RETIRED
3188,3189,MALE,16,90292,25-34,SELF-EMPLOYED
3189,3190,MALE,17,97062,UNDER 18,TECHNICIAN/ENGINEER
3190,3191,MALE,12,27707,25-34,PROGRAMMER
3191,3192,MALE,4,02912,18-24,COLLEGE/GRAD STUDENT
3192,3193,MALE,0,92019,25-34,OTHER OR NOT SPECIFIED
3193,3194,MALE,15,92648,25-34,SCIENTIST
3194,3195,MALE,4,80228,18-24,COLLEGE/GRAD STUDENT
3195,3196,FEMALE,4,45219,18-24,COLLEGE/GRAD STUDENT
3196,3197,FEMALE,14,94110,18-24,SALES/MARKETING
3197,3198,MALE,12,94110,25-34,PROGRAMMER
3198,3199,MALE,0,57106,18-24,OTHER OR NOT SPECIFIED
3199,3200,FEMALE,1,98144,25-34,ACADEMIC/EDUCATOR
3200,3201,MALE,7,35216,45-49,EXECUTIVE/MANAGERIAL
3201,3202,FEMALE,4,24060,18-24,COLLEGE/GRAD STUDENT
3202,3203,MALE,0,90254,35-44,OTHER OR NOT SPECIFIED
3203,3204,MALE,16,80304,45-49,SELF-EMPLOYED
3204,3205,FEMALE,16,80304,35-44,SELF-EMPLOYED
3205,3206,MALE,20,44089,18-24,WRITER
3206,3207,MALE,7,60610,35-44,EXECUTIVE/MANAGERIAL
3207,3208,MALE,14,30342,25-34,SALES/MARKETING
3208,3209,MALE,0,21555,25-34,OTHER OR NOT SPECIFIED
3209,3210,FEMALE,0,02115,45-49,OTHER OR NOT SPECIFIED
3210,3211,MALE,16,20015,50-55,SELF-EMPLOYED
3211,3212,FEMALE,17,11215,25-34,TECHNICIAN/ENGINEER
3212,3213,FEMALE,1,83705,25-34,ACADEMIC/EDUCATOR
3213,3214,FEMALE,7,10019,56+,EXECUTIVE/MANAGERIAL
3214,3215,FEMALE,13,55447,50-55,RETIRED
3215,3216,MALE,1,54481,35-44,ACADEMIC/EDUCATOR
3216,3217,FEMALE,0,92630,35-44,OTHER OR NOT SPECIFIED
3217,3218,MALE,6,48070,56+,DOCTOR/HEALTH CARE
3218,3219,FEMALE,4,54302,18-24,COLLEGE/GRAD STUDENT
3219,3220,MALE,7,54016,35-44,EXECUTIVE/MANAGERIAL
3220,3221,MALE,0,19106,25-34,OTHER OR NOT SPECIFIED
3221,3222,MALE,7,10583,35-44,EXECUTIVE/MANAGERIAL
3222,3223,MALE,20,10014,25-34,WRITER
3223,3224,FEMALE,14,93428,25-34,SALES/MARKETING
3224,3225,MALE,0,15237,18-24,OTHER OR NOT SPECIFIED
3225,3226,MALE,4,10027,35-44,COLLEGE/GRAD STUDENT
3226,3227,FEMALE,14,60657,25-34,SALES/MARKETING
3227,3228,MALE,14,05448,25-34,SALES/MARKETING
3228,3229,FEMALE,1,93105,56+,ACADEMIC/EDUCATOR
3229,3230,MALE,16,92630,35-44,SELF-EMPLOYED
3230,3231,MALE,7,55112,25-34,EXECUTIVE/MANAGERIAL
3231,3232,MALE,12,92821,35-44,PROGRAMMER
3232,3233,MALE,2,60660,50-55,ARTIST
3233,3234,FEMALE,0,90012,UNDER 18,OTHER OR NOT SPECIFIED
3234,3235,MALE,4,87801,18-24,COLLEGE/GRAD STUDENT
3235,3236,MALE,15,87111,18-24,SCIENTIST
3236,3237,MALE,7,05401,35-44,EXECUTIVE/MANAGERIAL
3237,3238,MALE,7,10069,35-44,EXECUTIVE/MANAGERIAL
3238,3239,FEMALE,12,07730,25-34,PROGRAMMER
3239,3240,MALE,4,55403,18-24,COLLEGE/GRAD STUDENT
3240,3241,FEMALE,0,20004,50-55,OTHER OR NOT SPECIFIED
3241,3242,MALE,13,94089,50-55,RETIRED
3242,3243,MALE,12,98117,25-34,PROGRAMMER
3243,3244,FEMALE,4,92647,18-24,COLLEGE/GRAD STUDENT
3244,3245,MALE,2,08820,18-24,ARTIST
3245,3246,FEMALE,1,85258,35-44,ACADEMIC/EDUCATOR
3246,3247,MALE,15,92649,35-44,SCIENTIST
3247,3248,FEMALE,7,94115,25-34,EXECUTIVE/MANAGERIAL
3248,3249,FEMALE,4,92648,25-34,COLLEGE/GRAD STUDENT
3249,3250,MALE,4,90069,25-34,COLLEGE/GRAD STUDENT
3250,3251,MALE,17,15330,35-44,TECHNICIAN/ENGINEER
3251,3252,MALE,0,76067,50-55,OTHER OR NOT SPECIFIED
3252,3253,FEMALE,4,26505,35-44,COLLEGE/GRAD STUDENT
3253,3254,FEMALE,6,95843,35-44,DOCTOR/HEALTH CARE
3254,3255,FEMALE,15,91902,25-34,SCIENTIST
3255,3256,MALE,15,92111,25-34,SCIENTIST
3256,3257,MALE,14,94105,25-34,SALES/MARKETING
3257,3258,MALE,6,02339,45-49,DOCTOR/HEALTH CARE
3258,3259,FEMALE,4,95616,18-24,COLLEGE/GRAD STUDENT
3259,3260,MALE,4,44514,25-34,COLLEGE/GRAD STUDENT
3260,3261,MALE,20,87505,45-49,WRITER
3261,3262,MALE,14,55391,25-34,SALES/MARKETING
3262,3263,MALE,11,66048,50-55,LAWYER
3263,3264,FEMALE,1,94536,25-34,ACADEMIC/EDUCATOR
3264,3265,MALE,15,53704,25-34,SCIENTIST
3265,3266,FEMALE,4,95616,25-34,COLLEGE/GRAD STUDENT
3266,3267,MALE,4,78705,25-34,COLLEGE/GRAD STUDENT
3267,3268,MALE,12,04106,25-34,PROGRAMMER
3268,3269,FEMALE,20,45220,18-24,WRITER
3269,3270,MALE,11,45220,18-24,LAWYER
3270,3271,FEMALE,0,92704,35-44,OTHER OR NOT SPECIFIED
3271,3272,MALE,0,08330,35-44,OTHER OR NOT SPECIFIED
3272,3273,MALE,7,11201,35-44,EXECUTIVE/MANAGERIAL
3273,3274,MALE,20,02062,25-34,WRITER
3274,3275,MALE,7,10028,35-44,EXECUTIVE/MANAGERIAL
3275,3276,MALE,20,55391,25-34,WRITER
3276,3277,MALE,17,94107,25-34,TECHNICIAN/ENGINEER
3277,3278,MALE,7,10014,35-44,EXECUTIVE/MANAGERIAL
3278,3279,MALE,15,92880,45-49,SCIENTIST
3279,3280,MALE,7,33486,25-34,EXECUTIVE/MANAGERIAL
3280,3281,MALE,17,79705,25-34,TECHNICIAN/ENGINEER
3281,3282,MALE,3,20009,45-49,CLERICAL/ADMIN
3282,3283,MALE,16,66208,35-44,SELF-EMPLOYED
3283,3284,MALE,6,48197,25-34,DOCTOR/HEALTH CARE
3284,3285,MALE,4,44706,25-34,COLLEGE/GRAD STUDENT
3285,3286,FEMALE,7,80013,35-44,EXECUTIVE/MANAGERIAL
3286,3287,MALE,13,27514-3540,56+,RETIRED
3287,3288,MALE,14,94133,25-34,SALES/MARKETING
3288,3289,MALE,6,95695,45-49,DOCTOR/HEALTH CARE
3289,3290,MALE,14,90292,25-34,SALES/MARKETING
3290,3291,FEMALE,7,27516,25-34,EXECUTIVE/MANAGERIAL
3291,3292,FEMALE,6,79410,50-55,DOCTOR/HEALTH CARE
3292,3293,MALE,14,37343,45-49,SALES/MARKETING
3293,3294,MALE,4,78749,18-24,COLLEGE/GRAD STUDENT
3294,3295,MALE,18,92123,18-24,TRADESMAN/CRAFTSMAN
3295,3296,MALE,14,90292,18-24,SALES/MARKETING
3296,3297,MALE,4,91325,18-24,COLLEGE/GRAD STUDENT
3297,3298,MALE,10,20876,UNDER 18,K-12 STUDENT
3298,3299,FEMALE,4,19119,25-34,COLLEGE/GRAD STUDENT
3299,3300,MALE,5,19119,35-44,CUSTOMER SERVICE
3300,3301,FEMALE,2,85719,25-34,ARTIST
3301,3302,MALE,17,74074,25-34,TECHNICIAN/ENGINEER
3302,3303,MALE,17,06405,56+,TECHNICIAN/ENGINEER
3303,3304,FEMALE,5,92649,45-49,CUSTOMER SERVICE
3304,3305,MALE,20,94708,56+,WRITER
3305,3306,MALE,14,60045,45-49,SALES/MARKETING
3306,3307,MALE,6,90640,50-55,DOCTOR/HEALTH CARE
3307,3308,FEMALE,20,15701-1348,18-24,WRITER
3308,3309,MALE,17,20707,25-34,TECHNICIAN/ENGINEER
3309,3310,MALE,14,12561,45-49,SALES/MARKETING
3310,3311,MALE,4,90039,25-34,COLLEGE/GRAD STUDENT
3311,3312,FEMALE,4,90039,18-24,COLLEGE/GRAD STUDENT
3312,3313,MALE,20,90292,35-44,WRITER
3313,3314,MALE,7,06516,25-34,EXECUTIVE/MANAGERIAL
3314,3315,MALE,12,78731,25-34,PROGRAMMER
3315,3316,MALE,19,92557,UNDER 18,UNEMPLOYED
3316,3317,MALE,4,78705,25-34,COLLEGE/GRAD STUDENT
3317,3318,MALE,13,30047,56+,RETIRED
3318,3319,FEMALE,13,92308,56+,RETIRED
3319,3320,MALE,1,56082,25-34,ACADEMIC/EDUCATOR
3320,3321,MALE,1,95380,35-44,ACADEMIC/EDUCATOR
3321,3322,FEMALE,4,68516,18-24,COLLEGE/GRAD STUDENT
3322,3323,MALE,14,11784,35-44,SALES/MARKETING
3323,3324,MALE,17,48083,35-44,TECHNICIAN/ENGINEER
3324,3325,FEMALE,14,39180,35-44,SALES/MARKETING
3325,3326,MALE,7,64138,45-49,EXECUTIVE/MANAGERIAL
3326,3327,MALE,12,91423,18-24,PROGRAMMER
3327,3328,MALE,19,91790-1161,56+,UNEMPLOYED
3328,3329,MALE,18,72601,50-55,TRADESMAN/CRAFTSMAN
3329,3330,FEMALE,1,47933,35-44,ACADEMIC/EDUCATOR
3330,3331,FEMALE,7,06854,25-34,EXECUTIVE/MANAGERIAL
3331,3332,MALE,7,06854,25-34,EXECUTIVE/MANAGERIAL
3332,3333,MALE,16,29404-2205,18-24,SELF-EMPLOYED
3333,3334,MALE,0,09142,35-44,OTHER OR NOT SPECIFIED
3334,3335,MALE,0,10023,25-34,OTHER OR NOT SPECIFIED
3335,3336,MALE,17,93436,35-44,TECHNICIAN/ENGINEER
3336,3337,MALE,4,97214,25-34,COLLEGE/GRAD STUDENT
3337,3338,MALE,16,08053,45-49,SELF-EMPLOYED
3338,3339,MALE,17,44118,25-34,TECHNICIAN/ENGINEER
3339,3340,MALE,16,48097,45-49,SELF-EMPLOYED
3340,3341,MALE,20,91730,25-34,WRITER
3341,3342,FEMALE,5,92705,25-34,CUSTOMER SERVICE
3342,3343,FEMALE,4,79912,18-24,COLLEGE/GRAD STUDENT
3343,3344,MALE,0,08902,35-44,OTHER OR NOT SPECIFIED
3344,3345,MALE,7,18655,25-34,EXECUTIVE/MANAGERIAL
3345,3346,MALE,7,54016,35-44,EXECUTIVE/MANAGERIAL
3346,3347,FEMALE,7,91362,35-44,EXECUTIVE/MANAGERIAL
3347,3348,MALE,16,94546,45-49,SELF-EMPLOYED
3348,3349,FEMALE,4,92054,18-24,COLLEGE/GRAD STUDENT
3349,3350,FEMALE,0,20815,18-24,OTHER OR NOT SPECIFIED
3350,3351,FEMALE,5,92870,18-24,CUSTOMER SERVICE
3351,3352,MALE,0,30533,35-44,OTHER OR NOT SPECIFIED
3352,3353,MALE,17,92688,35-44,TECHNICIAN/ENGINEER
3353,3354,MALE,7,18615,25-34,EXECUTIVE/MANAGERIAL
3354,3355,MALE,1,400060,25-34,ACADEMIC/EDUCATOR
3355,3356,MALE,7,95031,35-44,EXECUTIVE/MANAGERIAL
3356,3357,MALE,18,64055,25-34,TRADESMAN/CRAFTSMAN
3357,3358,FEMALE,1,91790,25-34,ACADEMIC/EDUCATOR
3358,3359,MALE,20,22936,25-34,WRITER
3359,3360,FEMALE,0,92646,25-34,OTHER OR NOT SPECIFIED
3360,3361,MALE,4,91790,25-34,COLLEGE/GRAD STUDENT
3361,3362,FEMALE,0,90212,25-34,OTHER OR NOT SPECIFIED
3362,3363,FEMALE,9,04046,35-44,HOMEMAKER
3363,3364,MALE,13,17033,56+,RETIRED
3364,3365,MALE,17,23059,50-55,TECHNICIAN/ENGINEER
3365,3366,MALE,14,08750,35-44,SALES/MARKETING
3366,3367,MALE,16,10025,50-55,SELF-EMPLOYED
3367,3368,MALE,14,55435,25-34,SALES/MARKETING
3368,3369,MALE,18,14701,45-49,TRADESMAN/CRAFTSMAN
3369,3370,MALE,4,92833,18-24,COLLEGE/GRAD STUDENT
3370,3371,MALE,2,55405,25-34,ARTIST
3371,3372,MALE,13,55118,56+,RETIRED
3372,3373,MALE,16,94709,18-24,SELF-EMPLOYED
3373,3374,MALE,5,64801,35-44,CUSTOMER SERVICE
3374,3375,MALE,4,89193,25-34,COLLEGE/GRAD STUDENT
3375,3376,MALE,16,10803,35-44,SELF-EMPLOYED
3376,3377,MALE,17,03570,25-34,TECHNICIAN/ENGINEER
3377,3378,MALE,4,48135,18-24,COLLEGE/GRAD STUDENT
3378,3379,MALE,1,20037,35-44,ACADEMIC/EDUCATOR
3379,3380,MALE,0,20815,50-55,OTHER OR NOT SPECIFIED
3380,3381,MALE,0,96671,25-34,OTHER OR NOT SPECIFIED
3381,3382,FEMALE,10,55305,UNDER 18,K-12 STUDENT
3382,3383,MALE,16,03070,56+,SELF-EMPLOYED
3383,3384,MALE,7,91304,35-44,EXECUTIVE/MANAGERIAL
3384,3385,FEMALE,9,32212,25-34,HOMEMAKER
3385,3386,MALE,4,55414,18-24,COLLEGE/GRAD STUDENT
3386,3387,MALE,1,94706,18-24,ACADEMIC/EDUCATOR
3387,3388,FEMALE,1,92646,25-34,ACADEMIC/EDUCATOR
3388,3389,MALE,0,13603,18-24,OTHER OR NOT SPECIFIED
3389,3390,FEMALE,20,02476,45-49,WRITER
3390,3391,MALE,4,48135,18-24,COLLEGE/GRAD STUDENT
3391,3392,MALE,6,08108,50-55,DOCTOR/HEALTH CARE
3392,3393,MALE,12,60563,35-44,PROGRAMMER
3393,3394,MALE,7,90069,35-44,EXECUTIVE/MANAGERIAL
3394,3395,MALE,7,02134,25-34,EXECUTIVE/MANAGERIAL
3395,3396,MALE,12,15217,25-34,PROGRAMMER
3396,3397,MALE,5,55414,25-34,CUSTOMER SERVICE
3397,3398,MALE,20,30033,18-24,WRITER
3398,3399,MALE,4,14623,25-34,COLLEGE/GRAD STUDENT
3399,3400,MALE,14,08742,25-34,SALES/MARKETING
3400,3401,MALE,7,76109,35-44,EXECUTIVE/MANAGERIAL
3401,3402,MALE,20,30306,35-44,WRITER
3402,3403,MALE,5,48342,35-44,CUSTOMER SERVICE
3403,3404,MALE,8,95380,25-34,FARMER
3404,3405,MALE,14,92084,35-44,SALES/MARKETING
3405,3406,FEMALE,7,85214,25-34,EXECUTIVE/MANAGERIAL
3406,3407,FEMALE,5,60050,45-49,CUSTOMER SERVICE
3407,3408,MALE,17,14830,25-34,TECHNICIAN/ENGINEER
3408,3409,MALE,4,48127,25-34,COLLEGE/GRAD STUDENT
3409,3410,MALE,1,20653,35-44,ACADEMIC/EDUCATOR
3410,3411,MALE,4,02139,18-24,COLLEGE/GRAD STUDENT
3411,3412,MALE,18,85213,25-34,TRADESMAN/CRAFTSMAN
3412,3413,FEMALE,17,92084,25-34,TECHNICIAN/ENGINEER
3413,3414,MALE,17,75146,25-34,TECHNICIAN/ENGINEER
3414,3415,MALE,7,80129,35-44,EXECUTIVE/MANAGERIAL
3415,3416,MALE,12,20850,25-34,PROGRAMMER
3416,3417,FEMALE,2,14616,18-24,ARTIST
3417,3418,FEMALE,3,22305,18-24,CLERICAL/ADMIN
3418,3419,MALE,1,16801,45-49,ACADEMIC/EDUCATOR
3419,3420,FEMALE,7,48105,25-34,EXECUTIVE/MANAGERIAL
3420,3421,MALE,7,94501,45-49,EXECUTIVE/MANAGERIAL
3421,3422,MALE,5,43221,25-34,CUSTOMER SERVICE
3422,3423,MALE,7,84088,25-34,EXECUTIVE/MANAGERIAL
3423,3424,MALE,6,92111,25-34,DOCTOR/HEALTH CARE
3424,3425,MALE,20,48135,18-24,WRITER
3425,3426,MALE,20,90046,25-34,WRITER
3426,3427,MALE,14,78267,25-34,SALES/MARKETING
3427,3428,MALE,1,47933,45-49,ACADEMIC/EDUCATOR
3428,3429,FEMALE,7,94602,25-34,EXECUTIVE/MANAGERIAL
3429,3430,FEMALE,1,15208,45-49,ACADEMIC/EDUCATOR
3430,3431,FEMALE,6,48867,45-49,DOCTOR/HEALTH CARE
3431,3432,MALE,12,27410,25-34,PROGRAMMER
3432,3433,MALE,12,55113,18-24,PROGRAMMER
3433,3434,MALE,4,48867,18-24,COLLEGE/GRAD STUDENT
3434,3435,MALE,1,48867,45-49,ACADEMIC/EDUCATOR
3435,3436,MALE,0,98503,35-44,OTHER OR NOT SPECIFIED
3436,3437,FEMALE,0,37203,25-34,OTHER OR NOT SPECIFIED
3437,3438,FEMALE,0,78735,25-34,OTHER OR NOT SPECIFIED
3438,3439,MALE,17,76116,18-24,TECHNICIAN/ENGINEER
3439,3440,MALE,17,32822,56+,TECHNICIAN/ENGINEER
3440,3441,FEMALE,14,94109,25-34,SALES/MARKETING
3441,3442,MALE,12,20878,18-24,PROGRAMMER
3442,3443,FEMALE,17,48219,35-44,TECHNICIAN/ENGINEER
3443,3444,MALE,14,33401,50-55,SALES/MARKETING
3444,3445,FEMALE,20,92009,35-44,WRITER
3445,3446,MALE,7,30620,25-34,EXECUTIVE/MANAGERIAL
3446,3447,MALE,12,94131,25-34,PROGRAMMER
3447,3448,FEMALE,3,60640,18-24,CLERICAL/ADMIN
3448,3449,MALE,14,02142,25-34,SALES/MARKETING
3449,3450,MALE,5,78251,25-34,CUSTOMER SERVICE
3450,3451,FEMALE,11,94117,25-34,LAWYER
3451,3452,MALE,14,07702,25-34,SALES/MARKETING
3452,3453,MALE,7,07981,35-44,EXECUTIVE/MANAGERIAL
3453,3454,MALE,0,92122,18-24,OTHER OR NOT SPECIFIED
3454,3455,FEMALE,0,07701,25-34,OTHER OR NOT SPECIFIED
3455,3456,MALE,17,54401,25-34,TECHNICIAN/ENGINEER
3456,3457,MALE,20,19083,25-34,WRITER
3457,3458,MALE,0,02131,45-49,OTHER OR NOT SPECIFIED
3458,3459,MALE,4,76266,18-24,COLLEGE/GRAD STUDENT
3459,3460,MALE,4,10012,UNDER 18,COLLEGE/GRAD STUDENT
3460,3461,MALE,0,95409,35-44,OTHER OR NOT SPECIFIED
3461,3462,FEMALE,4,73160,25-34,COLLEGE/GRAD STUDENT
3462,3463,MALE,15,80301,25-34,SCIENTIST
3463,3464,FEMALE,14,78251,25-34,SALES/MARKETING
3464,3465,MALE,14,45383,25-34,SALES/MARKETING
3465,3466,MALE,14,94306,25-34,SALES/MARKETING
3466,3467,MALE,14,55421,25-34,SALES/MARKETING
3467,3468,MALE,20,94546,25-34,WRITER
3468,3469,MALE,17,02176,45-49,TECHNICIAN/ENGINEER
3469,3470,MALE,17,49887,35-44,TECHNICIAN/ENGINEER
3470,3471,MALE,4,80302,18-24,COLLEGE/GRAD STUDENT
3471,3472,MALE,6,33156,25-34,DOCTOR/HEALTH CARE
3472,3473,FEMALE,16,02472,35-44,SELF-EMPLOYED
3473,3474,MALE,11,10538,35-44,LAWYER
3474,3475,MALE,14,33133,25-34,SALES/MARKETING
3475,3476,MALE,0,44126,50-55,OTHER OR NOT SPECIFIED
3476,3477,FEMALE,1,10024,50-55,ACADEMIC/EDUCATOR
3477,3478,MALE,7,10019,25-34,EXECUTIVE/MANAGERIAL
3478,3479,MALE,4,78626,18-24,COLLEGE/GRAD STUDENT
3479,3480,MALE,0,59405,25-34,OTHER OR NOT SPECIFIED
3480,3481,MALE,4,94122,18-24,COLLEGE/GRAD STUDENT
3481,3482,MALE,17,08043,50-55,TECHNICIAN/ENGINEER
3482,3483,FEMALE,7,30260,45-49,EXECUTIVE/MANAGERIAL
3483,3484,MALE,4,28403,18-24,COLLEGE/GRAD STUDENT
3484,3485,MALE,0,94121,25-34,OTHER OR NOT SPECIFIED
3485,3486,FEMALE,0,98225,18-24,OTHER OR NOT SPECIFIED
3486,3487,MALE,4,60611,18-24,COLLEGE/GRAD STUDENT
3487,3488,MALE,17,80228,45-49,TECHNICIAN/ENGINEER
3488,3489,MALE,4,60201,18-24,COLLEGE/GRAD STUDENT
3489,3490,MALE,0,74136,25-34,OTHER OR NOT SPECIFIED
3490,3491,MALE,16,28542,25-34,SELF-EMPLOYED
3491,3492,MALE,7,77005,35-44,EXECUTIVE/MANAGERIAL
3492,3493,MALE,17,61350,25-34,TECHNICIAN/ENGINEER
3493,3494,MALE,1,28607,25-34,ACADEMIC/EDUCATOR
3494,3495,MALE,4,94608,18-24,COLLEGE/GRAD STUDENT
3495,3496,MALE,5,92867,35-44,CUSTOMER SERVICE
3496,3497,FEMALE,2,94109,35-44,ARTIST
3497,3498,MALE,17,28052,25-34,TECHNICIAN/ENGINEER
3498,3499,MALE,3,77006,25-34,CLERICAL/ADMIN
3499,3500,MALE,7,20650,35-44,EXECUTIVE/MANAGERIAL
