,movie_id,title,genres
1739,1799,SUICIDE KINGS (1997),CRIME
1739,1799,SUICIDE KINGS (1997),DRAMA
1740,1801,"MAN IN THE IRON MASK, THE (1998)",ACTION
1740,1801,"MAN IN THE IRON MASK, THE (1998)",DRAMA
1740,1801,"MAN IN THE IRON MASK, THE (1998)",ROMANCE
1741,1804,"NEWTON BOYS, THE (1998)",CRIME
1741,1804,"NEWTON BOYS, THE (1998)",DRAMA
1742,1805,WILD THINGS (1998),CRIME
1742,1805,WILD THINGS (1998),DRAMA
1742,1805,WILD THINGS (1998),MYSTERY
1742,1805,WILD THINGS (1998),THRILLER
1743,1806,PAULIE (1998),ADVENTURE
1743,1806,PAULIE (1998),CHILDREN'S
1743,1806,PAULIE (1998),COMEDY
1744,1807,"COOL DRY PLACE, A (1998)",DRAMA
1745,1809,HANA-BI (1997),COMEDY
1745,1809,HANA-BI (1997),CRIME
1745,1809,HANA-BI (1997),DRAMA
1746,1810,PRIMARY COLORS (1998),DRAMA
1747,1811,"NIAGARA, NIAGARA (1997)",DRAMA
1748,1812,WIDE AWAKE (1998),CHILDREN'S
1748,1812,WIDE AWAKE (1998),COMEDY
1748,1812,WIDE AWAKE (1998),DRAMA
1749,1814,"PRICE ABOVE RUBIES, A (1998)",DRAMA
1750,1815,EDEN (1997),DRAMA
1751,1816,TWO GIRLS AND A GUY (1997),COMEDY
1751,1816,TWO GIRLS AND A GUY (1997),DRAMA
1752,1817,NO LOOKING BACK (1998),COMEDY
1752,1817,NO LOOKING BACK (1998),DRAMA
1752,1817,NO LOOKING BACK (1998),ROMANCE
1753,1819,STOREFRONT HITCHCOCK (1997),DRAMA
1754,1820,"PROPOSITION, THE (1998)",DRAMA
1755,1821,"OBJECT OF MY AFFECTION, THE (1998)",COMEDY
1755,1821,"OBJECT OF MY AFFECTION, THE (1998)",ROMANCE
1756,1822,MEET THE DEEDLES (1998),CHILDREN'S
1756,1822,MEET THE DEEDLES (1998),COMEDY
1757,1824,HOMEGROWN (1998),COMEDY
1757,1824,HOMEGROWN (1998),THRILLER
1758,1825,"PLAYER'S CLUB, THE (1998)",ACTION
1758,1825,"PLAYER'S CLUB, THE (1998)",DRAMA
1759,1826,BARNEY'S GREAT ADVENTURE (1998),ADVENTURE
1759,1826,BARNEY'S GREAT ADVENTURE (1998),CHILDREN'S
1760,1827,"BIG ONE, THE (1997)",COMEDY
1760,1827,"BIG ONE, THE (1997)",DOCUMENTARY
1761,1829,CHINESE BOX (1997),DRAMA
1761,1829,CHINESE BOX (1997),ROMANCE
1762,1830,FOLLOW THE BITCH (1998),COMEDY
1763,1831,LOST IN SPACE (1998),ACTION
1763,1831,LOST IN SPACE (1998),SCI-FI
1763,1831,LOST IN SPACE (1998),THRILLER
1764,1832,HEAVEN'S BURNING (1997),ACTION
1764,1832,HEAVEN'S BURNING (1997),DRAMA
1765,1833,MERCURY RISING (1998),ACTION
1765,1833,MERCURY RISING (1998),DRAMA
1765,1833,MERCURY RISING (1998),THRILLER
1766,1834,"SPANISH PRISONER, THE (1997)",DRAMA
1766,1834,"SPANISH PRISONER, THE (1997)",THRILLER
1767,1835,CITY OF ANGELS (1998),ROMANCE
1768,1836,"LAST DAYS OF DISCO, THE (1998)",DRAMA
1769,1837,"ODD COUPLE II, THE (1998)",COMEDY
1770,1839,MY GIANT (1998),COMEDY
1771,1840,HE GOT GAME (1998),DRAMA
1772,1841,"GINGERBREAD MAN, THE (1998)",DRAMA
1772,1841,"GINGERBREAD MAN, THE (1998)",THRILLER
1773,1842,ILLTOWN (1996),CRIME
1773,1842,ILLTOWN (1996),DRAMA
1774,1843,SLAPPY AND THE STINKERS (1998),CHILDREN'S
1774,1843,SLAPPY AND THE STINKERS (1998),COMEDY
1775,1844,LIVE FLESH (1997),DRAMA
1776,1845,ZERO EFFECT (1998),COMEDY
1776,1845,ZERO EFFECT (1998),THRILLER
1777,1846,NIL BY MOUTH (1997),DRAMA
1778,1847,RATCHET (1996),DRAMA
1778,1847,RATCHET (1996),THRILLER
1779,1848,"BORROWERS, THE (1997)",ADVENTURE
1779,1848,"BORROWERS, THE (1997)",CHILDREN'S
1779,1848,"BORROWERS, THE (1997)",COMEDY
1779,1848,"BORROWERS, THE (1997)",FANTASY
1780,1849,PRINCE VALIANT (1997),ADVENTURE
1781,1850,"I LOVE YOU, DON'T TOUCH ME! (1998)",DRAMA
1781,1850,"I LOVE YOU, DON'T TOUCH ME! (1998)",ROMANCE
1782,1851,LEATHER JACKET LOVE STORY (1997),DRAMA
1782,1851,LEATHER JACKET LOVE STORY (1997),ROMANCE
1783,1852,LOVE WALKED IN (1998),DRAMA
1783,1852,LOVE WALKED IN (1998),THRILLER
1784,1853,"ALAN SMITHEE FILM: BURN HOLLYWOOD BURN, AN (1997)",COMEDY
1785,1854,KISSING A FOOL (1998),COMEDY
1785,1854,KISSING A FOOL (1998),ROMANCE
1786,1855,KRIPPENDORF'S TRIBE (1998),COMEDY
1787,1856,KURT & COURTNEY (1998),DOCUMENTARY
1787,1856,KURT & COURTNEY (1998),MUSICAL
1788,1857,"REAL BLONDE, THE (1997)",COMEDY
1789,1858,MR. NICE GUY (1997),ACTION
1789,1858,MR. NICE GUY (1997),COMEDY
1790,1859,TASTE OF CHERRY (1997),DRAMA
1791,1860,CHARACTER (KARAKTER) (1997),DRAMA
1792,1861,JUNK MAIL (1997),COMEDY
1792,1861,JUNK MAIL (1997),THRILLER
1793,1862,SPECIES II (1998),HORROR
1793,1862,SPECIES II (1998),SCI-FI
1794,1863,MAJOR LEAGUE: BACK TO THE MINORS (1998),COMEDY
1795,1864,SOUR GRAPES (1998),COMEDY
1796,1865,WILD MAN BLUES (1998),DOCUMENTARY
1797,1866,"BIG HIT, THE (1998)",ACTION
1797,1866,"BIG HIT, THE (1998)",COMEDY
1798,1867,TARZAN AND THE LOST CITY (1998),ACTION
1798,1867,TARZAN AND THE LOST CITY (1998),ADVENTURE
1799,1868,"TRUCE, THE (1996)",DRAMA
1799,1868,"TRUCE, THE (1996)",WAR
1800,1869,BLACK DOG (1998),ACTION
1800,1869,BLACK DOG (1998),THRILLER
1801,1870,"DANCER, TEXAS POP. 81 (1998)",COMEDY
1801,1870,"DANCER, TEXAS POP. 81 (1998)",DRAMA
1802,1871,"FRIEND OF THE DECEASED, A (1997)",COMEDY
1802,1871,"FRIEND OF THE DECEASED, A (1997)",DRAMA
1803,1872,GO NOW (1995),DRAMA
1804,1873,"MISÉRABLES, LES (1998)",DRAMA
1805,1874,STILL BREATHING (1997),COMEDY
1805,1874,STILL BREATHING (1997),ROMANCE
1806,1875,CLOCKWATCHERS (1997),COMEDY
1807,1876,DEEP IMPACT (1998),ACTION
1807,1876,DEEP IMPACT (1998),DRAMA
1807,1876,DEEP IMPACT (1998),SCI-FI
1807,1876,DEEP IMPACT (1998),THRILLER
1808,1877,LITTLE MEN (1998),DRAMA
1809,1878,WOO (1998),COMEDY
1809,1878,WOO (1998),ROMANCE
1810,1879,"HANGING GARDEN, THE (1997)",DRAMA
1811,1880,LAWN DOGS (1997),DRAMA
1812,1881,QUEST FOR CAMELOT (1998),ADVENTURE
1812,1881,QUEST FOR CAMELOT (1998),ANIMATION
1812,1881,QUEST FOR CAMELOT (1998),CHILDREN'S
1812,1881,QUEST FOR CAMELOT (1998),FANTASY
1813,1882,GODZILLA (1998),ACTION
1813,1882,GODZILLA (1998),SCI-FI
1814,1883,BULWORTH (1998),COMEDY
1815,1884,FEAR AND LOATHING IN LAS VEGAS (1998),COMEDY
1815,1884,FEAR AND LOATHING IN LAS VEGAS (1998),DRAMA
1816,1885,"OPPOSITE OF SEX, THE (1998)",COMEDY
1816,1885,"OPPOSITE OF SEX, THE (1998)",DRAMA
1817,1886,I GOT THE HOOK UP (1998),COMEDY
1818,1887,ALMOST HEROES (1998),ADVENTURE
1818,1887,ALMOST HEROES (1998),COMEDY
1819,1888,HOPE FLOATS (1998),COMEDY
1819,1888,HOPE FLOATS (1998),DRAMA
1819,1888,HOPE FLOATS (1998),ROMANCE
1820,1889,INSOMNIA (1997),THRILLER
1821,1890,LITTLE BOY BLUE (1997),DRAMA
1822,1891,"UGLY, THE (1997)",HORROR
1822,1891,"UGLY, THE (1997)",THRILLER
1823,1892,"PERFECT MURDER, A (1998)",MYSTERY
1823,1892,"PERFECT MURDER, A (1998)",THRILLER
1824,1893,BEYOND SILENCE (1996),DRAMA
1825,1894,SIX DAYS SEVEN NIGHTS (1998),ADVENTURE
1825,1894,SIX DAYS SEVEN NIGHTS (1998),COMEDY
1825,1894,SIX DAYS SEVEN NIGHTS (1998),ROMANCE
1826,1895,CAN'T HARDLY WAIT (1998),COMEDY
1826,1895,CAN'T HARDLY WAIT (1998),DRAMA
1826,1895,CAN'T HARDLY WAIT (1998),ROMANCE
1827,1896,COUSIN BETTE (1998),COMEDY
1828,1897,HIGH ART (1998),DRAMA
1828,1897,HIGH ART (1998),ROMANCE
1829,1898,"LAND GIRLS, THE (1998)",DRAMA
1829,1898,"LAND GIRLS, THE (1998)",WAR
1830,1899,PASSION IN THE DESERT (1998),ADVENTURE
1830,1899,PASSION IN THE DESERT (1998),DRAMA
1831,1900,"CHILDREN OF HEAVEN, THE (BACHEHA-YE ASEMAN) (1997)",DRAMA
1832,1901,DEAR JESSE (1997),DOCUMENTARY
1833,1902,DREAM FOR AN INSOMNIAC (1996),DRAMA
1833,1902,DREAM FOR AN INSOMNIAC (1996),ROMANCE
1834,1903,HAV PLENTY (1997),COMEDY
1835,1904,HENRY FOOL (1997),COMEDY
1835,1904,HENRY FOOL (1997),DRAMA
1836,1905,MARIE BAIE DES ANGES (1997),DRAMA
1837,1906,MR. JEALOUSY (1997),COMEDY
1837,1906,MR. JEALOUSY (1997),ROMANCE
1838,1907,MULAN (1998),ANIMATION
1838,1907,MULAN (1998),CHILDREN'S
1839,1908,RESURRECTION MAN (1998),DRAMA
1839,1908,RESURRECTION MAN (1998),THRILLER
1840,1909,"X-FILES: FIGHT THE FUTURE, THE (1998)",MYSTERY
1840,1909,"X-FILES: FIGHT THE FUTURE, THE (1998)",SCI-FI
1840,1909,"X-FILES: FIGHT THE FUTURE, THE (1998)",THRILLER
1841,1910,I WENT DOWN (1997),ACTION
1841,1910,I WENT DOWN (1997),COMEDY
1841,1910,I WENT DOWN (1997),CRIME
1842,1911,DOCTOR DOLITTLE (1998),COMEDY
1843,1912,OUT OF SIGHT (1998),ACTION
1843,1912,OUT OF SIGHT (1998),CRIME
1843,1912,OUT OF SIGHT (1998),ROMANCE
1844,1913,PICNIC AT HANGING ROCK (1975),DRAMA
1844,1913,PICNIC AT HANGING ROCK (1975),MYSTERY
1845,1914,SMOKE SIGNALS (1998),COMEDY
1845,1914,SMOKE SIGNALS (1998),DRAMA
1846,1915,VOYAGE TO THE BEGINNING OF THE WORLD (1997),DRAMA
1847,1916,BUFFALO 66 (1998),ACTION
1847,1916,BUFFALO 66 (1998),COMEDY
1847,1916,BUFFALO 66 (1998),DRAMA
1848,1917,ARMAGEDDON (1998),ACTION
1848,1917,ARMAGEDDON (1998),ADVENTURE
1848,1917,ARMAGEDDON (1998),SCI-FI
1848,1917,ARMAGEDDON (1998),THRILLER
1849,1918,LETHAL WEAPON 4 (1998),ACTION
1849,1918,LETHAL WEAPON 4 (1998),COMEDY
1849,1918,LETHAL WEAPON 4 (1998),CRIME
1849,1918,LETHAL WEAPON 4 (1998),DRAMA
1850,1919,MADELINE (1998),CHILDREN'S
1850,1919,MADELINE (1998),COMEDY
1851,1920,SMALL SOLDIERS (1998),ANIMATION
1851,1920,SMALL SOLDIERS (1998),CHILDREN'S
1851,1920,SMALL SOLDIERS (1998),FANTASY
1851,1920,SMALL SOLDIERS (1998),WAR
1852,1921,PI (1998),SCI-FI
1852,1921,PI (1998),THRILLER
1853,1922,WHATEVER (1998),DRAMA
1854,1923,THERE'S SOMETHING ABOUT MARY (1998),COMEDY
1855,1924,PLAN 9 FROM OUTER SPACE (1958),HORROR
1855,1924,PLAN 9 FROM OUTER SPACE (1958),SCI-FI
1856,1925,WINGS (1927),DRAMA
1856,1925,WINGS (1927),ROMANCE
1856,1925,WINGS (1927),WAR
1857,1926,"BROADWAY MELODY, THE (1929)",MUSICAL
1858,1927,ALL QUIET ON THE WESTERN FRONT (1930),WAR
1859,1928,CIMARRON (1931),WESTERN
1860,1929,GRAND HOTEL (1932),DRAMA
1861,1930,CAVALCADE (1933),DRAMA
1862,1931,MUTINY ON THE BOUNTY (1935),ADVENTURE
1863,1932,"GREAT ZIEGFELD, THE (1936)",MUSICAL
1864,1933,"LIFE OF ÉMILE ZOLA, THE (1937)",DRAMA
1865,1934,YOU CAN'T TAKE IT WITH YOU (1938),COMEDY
1866,1935,HOW GREEN WAS MY VALLEY (1941),DRAMA
1867,1936,MRS. MINIVER (1942),DRAMA
1867,1936,MRS. MINIVER (1942),WAR
1868,1937,GOING MY WAY (1944),COMEDY
1869,1938,"LOST WEEKEND, THE (1945)",DRAMA
1870,1939,"BEST YEARS OF OUR LIVES, THE (1946)",DRAMA
1870,1939,"BEST YEARS OF OUR LIVES, THE (1946)",WAR
1871,1940,GENTLEMAN'S AGREEMENT (1947),DRAMA
1872,1941,HAMLET (1948),DRAMA
1873,1942,ALL THE KING'S MEN (1949),DRAMA
1874,1943,"GREATEST SHOW ON EARTH, THE (1952)",DRAMA
1875,1944,FROM HERE TO ETERNITY (1953),DRAMA
1875,1944,FROM HERE TO ETERNITY (1953),ROMANCE
1875,1944,FROM HERE TO ETERNITY (1953),WAR
1876,1945,ON THE WATERFRONT (1954),CRIME
1876,1945,ON THE WATERFRONT (1954),DRAMA
1877,1946,MARTY (1955),DRAMA
1877,1946,MARTY (1955),ROMANCE
1878,1947,WEST SIDE STORY (1961),MUSICAL
1878,1947,WEST SIDE STORY (1961),ROMANCE
1879,1948,TOM JONES (1963),COMEDY
1880,1949,"MAN FOR ALL SEASONS, A (1966)",DRAMA
1881,1950,IN THE HEAT OF THE NIGHT (1967),DRAMA
1881,1950,IN THE HEAT OF THE NIGHT (1967),MYSTERY
1882,1951,OLIVER! (1968),MUSICAL
1883,1952,MIDNIGHT COWBOY (1969),DRAMA
1884,1953,"FRENCH CONNECTION, THE (1971)",ACTION
1884,1953,"FRENCH CONNECTION, THE (1971)",CRIME
1884,1953,"FRENCH CONNECTION, THE (1971)",DRAMA
1884,1953,"FRENCH CONNECTION, THE (1971)",THRILLER
1885,1954,ROCKY (1976),ACTION
1885,1954,ROCKY (1976),DRAMA
1886,1955,KRAMER VS. KRAMER (1979),DRAMA
1887,1956,ORDINARY PEOPLE (1980),DRAMA
1888,1957,CHARIOTS OF FIRE (1981),DRAMA
1889,1958,TERMS OF ENDEARMENT (1983),COMEDY
1889,1958,TERMS OF ENDEARMENT (1983),DRAMA
1890,1959,OUT OF AFRICA (1985),DRAMA
1890,1959,OUT OF AFRICA (1985),ROMANCE
1891,1960,"LAST EMPEROR, THE (1987)",DRAMA
1891,1960,"LAST EMPEROR, THE (1987)",WAR
1892,1961,RAIN MAN (1988),DRAMA
1893,1962,DRIVING MISS DAISY (1989),DRAMA
1894,1963,TAKE THE MONEY AND RUN (1969),COMEDY
1895,1964,KLUTE (1971),DRAMA
1895,1964,KLUTE (1971),MYSTERY
1896,1965,REPO MAN (1984),COMEDY
1896,1965,REPO MAN (1984),SCI-FI
1897,1966,METROPOLITAN (1990),COMEDY
1898,1967,LABYRINTH (1986),ADVENTURE
1898,1967,LABYRINTH (1986),CHILDREN'S
1898,1967,LABYRINTH (1986),FANTASY
1899,1968,"BREAKFAST CLUB, THE (1985)",COMEDY
1899,1968,"BREAKFAST CLUB, THE (1985)",DRAMA
1900,1969,"NIGHTMARE ON ELM STREET PART 2: FREDDY'S REVENGE, A (1985)",HORROR
1901,1970,"NIGHTMARE ON ELM STREET 3: DREAM WARRIORS, A (1987)",HORROR
1902,1971,"NIGHTMARE ON ELM STREET 4: THE DREAM MASTER, A (1988)",HORROR
1903,1972,"NIGHTMARE ON ELM STREET 5: THE DREAM CHILD, A (1989)",HORROR
1904,1973,FREDDY'S DEAD: THE FINAL NIGHTMARE (1991),HORROR
1905,1974,FRIDAY THE 13TH (1980),HORROR
1906,1975,FRIDAY THE 13TH PART 2 (1981),HORROR
1907,1976,FRIDAY THE 13TH PART 3: 3D (1982),HORROR
1908,1977,FRIDAY THE 13TH: THE FINAL CHAPTER (1984),HORROR
1909,1978,FRIDAY THE 13TH PART V: A NEW BEGINNING (1985),HORROR
1910,1979,FRIDAY THE 13TH PART VI: JASON LIVES (1986),HORROR
1911,1980,FRIDAY THE 13TH PART VII: THE NEW BLOOD (1988),HORROR
1912,1981,FRIDAY THE 13TH PART VIII: JASON TAKES MANHATTAN (1989),HORROR
1913,1982,HALLOWEEN (1978),HORROR
1914,1983,HALLOWEEN II (1981),HORROR
1915,1984,HALLOWEEN III: SEASON OF THE WITCH (1983),HORROR
1916,1985,HALLOWEEN 4: THE RETURN OF MICHAEL MYERS (1988),HORROR
1917,1986,HALLOWEEN 5: THE REVENGE OF MICHAEL MYERS (1989),HORROR
1918,1987,PROM NIGHT (1980),HORROR
1919,1988,HELLO MARY LOU: PROM NIGHT II (1987),HORROR
1920,1989,PROM NIGHT III: THE LAST KISS (1989),HORROR
1921,1990,PROM NIGHT IV: DELIVER US FROM EVIL (1992),HORROR
1922,1991,CHILD'S PLAY (1988),HORROR
1923,1992,CHILD'S PLAY 2 (1990),HORROR
1924,1993,CHILD'S PLAY 3 (1992),HORROR
1925,1994,POLTERGEIST (1982),HORROR
1925,1994,POLTERGEIST (1982),THRILLER
1926,1995,POLTERGEIST II: THE OTHER SIDE (1986),HORROR
1926,1995,POLTERGEIST II: THE OTHER SIDE (1986),THRILLER
1927,1996,POLTERGEIST III (1988),HORROR
1927,1996,POLTERGEIST III (1988),THRILLER
1928,1997,"EXORCIST, THE (1973)",HORROR
1929,1998,EXORCIST II: THE HERETIC (1977),HORROR
1930,1999,"EXORCIST III, THE (1990)",HORROR
1931,2000,LETHAL WEAPON (1987),ACTION
1931,2000,LETHAL WEAPON (1987),COMEDY
1931,2000,LETHAL WEAPON (1987),CRIME
1931,2000,LETHAL WEAPON (1987),DRAMA
1932,2001,LETHAL WEAPON 2 (1989),ACTION
1932,2001,LETHAL WEAPON 2 (1989),COMEDY
1932,2001,LETHAL WEAPON 2 (1989),CRIME
1932,2001,LETHAL WEAPON 2 (1989),DRAMA
1933,2002,LETHAL WEAPON 3 (1992),ACTION
1933,2002,LETHAL WEAPON 3 (1992),COMEDY
1933,2002,LETHAL WEAPON 3 (1992),CRIME
1933,2002,LETHAL WEAPON 3 (1992),DRAMA
1934,2003,GREMLINS (1984),COMEDY
1934,2003,GREMLINS (1984),HORROR
1935,2004,GREMLINS 2: THE NEW BATCH (1990),COMEDY
1935,2004,GREMLINS 2: THE NEW BATCH (1990),HORROR
1936,2005,"GOONIES, THE (1985)",ADVENTURE
1936,2005,"GOONIES, THE (1985)",CHILDREN'S
1936,2005,"GOONIES, THE (1985)",FANTASY
1937,2006,"MASK OF ZORRO, THE (1998)",ACTION
1937,2006,"MASK OF ZORRO, THE (1998)",ADVENTURE
1937,2006,"MASK OF ZORRO, THE (1998)",ROMANCE
1938,2007,POLISH WEDDING (1998),COMEDY
1939,2008,"THIS WORLD, THEN THE FIREWORKS (1996)",CRIME
1939,2008,"THIS WORLD, THEN THE FIREWORKS (1996)",DRAMA
1939,2008,"THIS WORLD, THEN THE FIREWORKS (1996)",FILM-NOIR
1940,2009,SOYLENT GREEN (1973),SCI-FI
1940,2009,SOYLENT GREEN (1973),THRILLER
1941,2010,METROPOLIS (1926),SCI-FI
1942,2011,BACK TO THE FUTURE PART II (1989),COMEDY
1942,2011,BACK TO THE FUTURE PART II (1989),SCI-FI
1943,2012,BACK TO THE FUTURE PART III (1990),COMEDY
1943,2012,BACK TO THE FUTURE PART III (1990),SCI-FI
1943,2012,BACK TO THE FUTURE PART III (1990),WESTERN
1944,2013,"POSEIDON ADVENTURE, THE (1972)",ACTION
1944,2013,"POSEIDON ADVENTURE, THE (1972)",ADVENTURE
1945,2014,FREAKY FRIDAY (1977),CHILDREN'S
1945,2014,FREAKY FRIDAY (1977),COMEDY
1946,2015,"ABSENT MINDED PROFESSOR, THE (1961)",CHILDREN'S
1946,2015,"ABSENT MINDED PROFESSOR, THE (1961)",COMEDY
1946,2015,"ABSENT MINDED PROFESSOR, THE (1961)",FANTASY
1947,2016,"APPLE DUMPLING GANG RIDES AGAIN, THE (1979)",CHILDREN'S
1947,2016,"APPLE DUMPLING GANG RIDES AGAIN, THE (1979)",COMEDY
1947,2016,"APPLE DUMPLING GANG RIDES AGAIN, THE (1979)",WESTERN
1948,2017,BABES IN TOYLAND (1961),CHILDREN'S
1948,2017,BABES IN TOYLAND (1961),FANTASY
1948,2017,BABES IN TOYLAND (1961),MUSICAL
1949,2018,BAMBI (1942),ANIMATION
1949,2018,BAMBI (1942),CHILDREN'S
1950,2019,SEVEN SAMURAI (THE MAGNIFICENT SEVEN) (SHICHININ NO SAMURAI) (1954),ACTION
1950,2019,SEVEN SAMURAI (THE MAGNIFICENT SEVEN) (SHICHININ NO SAMURAI) (1954),DRAMA
1951,2020,DANGEROUS LIAISONS (1988),DRAMA
1951,2020,DANGEROUS LIAISONS (1988),ROMANCE
1952,2021,DUNE (1984),FANTASY
1952,2021,DUNE (1984),SCI-FI
1953,2022,"LAST TEMPTATION OF CHRIST, THE (1988)",DRAMA
1954,2023,"GODFATHER: PART III, THE (1990)",ACTION
1954,2023,"GODFATHER: PART III, THE (1990)",CRIME
1954,2023,"GODFATHER: PART III, THE (1990)",DRAMA
1955,2024,"RAPTURE, THE (1991)",DRAMA
1955,2024,"RAPTURE, THE (1991)",MYSTERY
1956,2025,LOLITA (1997),DRAMA
1956,2025,LOLITA (1997),ROMANCE
1957,2026,DISTURBING BEHAVIOR (1998),HORROR
1957,2026,DISTURBING BEHAVIOR (1998),THRILLER
1958,2027,MAFIA! (1998),COMEDY
1958,2027,MAFIA! (1998),CRIME
1959,2028,SAVING PRIVATE RYAN (1998),ACTION
1959,2028,SAVING PRIVATE RYAN (1998),DRAMA
1959,2028,SAVING PRIVATE RYAN (1998),WAR
1960,2029,BILLY'S HOLLYWOOD SCREEN KISS (1997),COMEDY
1960,2029,BILLY'S HOLLYWOOD SCREEN KISS (1997),ROMANCE
1961,2030,EAST PALACE WEST PALACE (DONG GONG XI GONG) (1997),DRAMA
1962,2031,"$1,000,000 DUCK (1971)",CHILDREN'S
1962,2031,"$1,000,000 DUCK (1971)",COMEDY
1963,2032,"BAREFOOT EXECUTIVE, THE (1971)",CHILDREN'S
1963,2032,"BAREFOOT EXECUTIVE, THE (1971)",COMEDY
1964,2033,"BLACK CAULDRON, THE (1985)",ANIMATION
1964,2033,"BLACK CAULDRON, THE (1985)",CHILDREN'S
1965,2034,"BLACK HOLE, THE (1979)",SCI-FI
1966,2035,BLACKBEARD'S GHOST (1968),CHILDREN'S
1966,2035,BLACKBEARD'S GHOST (1968),COMEDY
1967,2036,BLANK CHECK (1994),CHILDREN'S
1967,2036,BLANK CHECK (1994),COMEDY
1968,2037,CANDLESHOE (1977),ADVENTURE
1968,2037,CANDLESHOE (1977),CHILDREN'S
1968,2037,CANDLESHOE (1977),COMEDY
1969,2038,"CAT FROM OUTER SPACE, THE (1978)",CHILDREN'S
1969,2038,"CAT FROM OUTER SPACE, THE (1978)",COMEDY
1969,2038,"CAT FROM OUTER SPACE, THE (1978)",SCI-FI
1970,2039,CHEETAH (1989),ADVENTURE
1970,2039,CHEETAH (1989),CHILDREN'S
1971,2040,"COMPUTER WORE TENNIS SHOES, THE (1970)",CHILDREN'S
1971,2040,"COMPUTER WORE TENNIS SHOES, THE (1970)",COMEDY
1972,2041,CONDORMAN (1981),ACTION
1972,2041,CONDORMAN (1981),ADVENTURE
1972,2041,CONDORMAN (1981),CHILDREN'S
1972,2041,CONDORMAN (1981),COMEDY
1973,2042,D2: THE MIGHTY DUCKS (1994),CHILDREN'S
1973,2042,D2: THE MIGHTY DUCKS (1994),COMEDY
1974,2043,DARBY O'GILL AND THE LITTLE PEOPLE (1959),ADVENTURE
1974,2043,DARBY O'GILL AND THE LITTLE PEOPLE (1959),CHILDREN'S
1974,2043,DARBY O'GILL AND THE LITTLE PEOPLE (1959),FANTASY
1975,2044,"DEVIL AND MAX DEVLIN, THE (1981)",COMEDY
1976,2045,"FAR OFF PLACE, A (1993)",ADVENTURE
1976,2045,"FAR OFF PLACE, A (1993)",CHILDREN'S
1976,2045,"FAR OFF PLACE, A (1993)",DRAMA
1976,2045,"FAR OFF PLACE, A (1993)",ROMANCE
1977,2046,FLIGHT OF THE NAVIGATOR (1986),ADVENTURE
1977,2046,FLIGHT OF THE NAVIGATOR (1986),CHILDREN'S
1977,2046,FLIGHT OF THE NAVIGATOR (1986),SCI-FI
1978,2047,"GNOME-MOBILE, THE (1967)",CHILDREN'S
1979,2048,"GREAT MOUSE DETECTIVE, THE (1986)",ANIMATION
1979,2048,"GREAT MOUSE DETECTIVE, THE (1986)",CHILDREN'S
1980,2049,"HAPPIEST MILLIONAIRE, THE (1967)",COMEDY
1980,2049,"HAPPIEST MILLIONAIRE, THE (1967)",MUSICAL
1981,2050,HERBIE GOES BANANAS (1980),ADVENTURE
1981,2050,HERBIE GOES BANANAS (1980),CHILDREN'S
1981,2050,HERBIE GOES BANANAS (1980),COMEDY
1982,2051,HERBIE GOES TO MONTE CARLO (1977),ADVENTURE
1982,2051,HERBIE GOES TO MONTE CARLO (1977),CHILDREN'S
1982,2051,HERBIE GOES TO MONTE CARLO (1977),COMEDY
1983,2052,HOCUS POCUS (1993),CHILDREN'S
1983,2052,HOCUS POCUS (1993),COMEDY
1984,2053,"HONEY, I BLEW UP THE KID (1992)",CHILDREN'S
1984,2053,"HONEY, I BLEW UP THE KID (1992)",COMEDY
1984,2053,"HONEY, I BLEW UP THE KID (1992)",SCI-FI
1985,2054,"HONEY, I SHRUNK THE KIDS (1989)",ADVENTURE
1985,2054,"HONEY, I SHRUNK THE KIDS (1989)",CHILDREN'S
1985,2054,"HONEY, I SHRUNK THE KIDS (1989)",COMEDY
1985,2054,"HONEY, I SHRUNK THE KIDS (1989)",FANTASY
1985,2054,"HONEY, I SHRUNK THE KIDS (1989)",SCI-FI
1986,2055,HOT LEAD AND COLD FEET (1978),COMEDY
1986,2055,HOT LEAD AND COLD FEET (1978),WESTERN
1987,2056,IN SEARCH OF THE CASTAWAYS (1962),ADVENTURE
1987,2056,IN SEARCH OF THE CASTAWAYS (1962),CHILDREN'S
1988,2057,"INCREDIBLE JOURNEY, THE (1963)",ADVENTURE
1988,2057,"INCREDIBLE JOURNEY, THE (1963)",CHILDREN'S
1989,2058,"NEGOTIATOR, THE (1998)",ACTION
1989,2058,"NEGOTIATOR, THE (1998)",THRILLER
1990,2059,"PARENT TRAP, THE (1998)",CHILDREN'S
1990,2059,"PARENT TRAP, THE (1998)",DRAMA
1991,2060,BASEKETBALL (1998),COMEDY
1992,2061,FULL TILT BOOGIE (1997),DOCUMENTARY
1993,2062,"GOVERNESS, THE (1998)",DRAMA
1993,2062,"GOVERNESS, THE (1998)",ROMANCE
1994,2063,SEVENTH HEAVEN (LE SEPTIÈME CIEL) (1997),DRAMA
1994,2063,SEVENTH HEAVEN (LE SEPTIÈME CIEL) (1997),ROMANCE
1995,2064,ROGER & ME (1989),COMEDY
1995,2064,ROGER & ME (1989),DOCUMENTARY
1996,2065,"PURPLE ROSE OF CAIRO, THE (1985)",COMEDY
1996,2065,"PURPLE ROSE OF CAIRO, THE (1985)",DRAMA
1996,2065,"PURPLE ROSE OF CAIRO, THE (1985)",ROMANCE
